i,j,alpha,weight
group,cohesion,0.4568,0.17488659714342794
group,contagion,0.5689,0.1261907336463721
group,culture,0.526,0.1436317642550075
group,danger,0.5506,0.13346209949612226
group,infection_rate,0.5689,0.1261907336463721
group,little_bit,0.4855,0.1275359059319344
group,member,0.348,0.23407862270034258
group,people,0.0841,0.7135150142648748
group,polarization,0.5616,0.12473953078763853
group,probability,0.5689,0.1261907336463721
group,relationship,0.6149,0.1219592853011611
group,society,0.4963,0.15926447286921896
group,stratification,0.532,0.14110229181292974
group,technology,0.5502,0.12821078567200903
group,year,0.4679,0.15408781988809767
work,culture,0.5272,0.15711755906408262
work,mental_health,0.5971,0.12693253236564112
work,originally_thought,0.5912,0.12935592088326744
work,people,0.1828,0.4062332295129414
work,question,0.2924,0.29740291078627445
work,society,0.5899,0.12986720099175342
kid,people,0.5953,0.15030810457746446
bit,lockdown,0.5011,0.13564924903764838
goal,career,0.4096,0.16261771181563256
goal,future,0.4753,0.13642540808355152
goal,people,0.6259,0.13579196609748095
goal,preparation,0.4197,0.15426424109323983
goal,situation,0.3332,0.21506823735663727
goal,unavoidable_limitation,0.4411,0.1234450531637277
goal,willingness,0.4792,0.1296628989526706
goal,year,0.5212,0.13279566318996158
policy,help,0.3368,0.253490522795666
policy,impact,0.4616,0.18358028226130196
policy,people,0.4804,0.17452205596216572
practice,established_connection,0.4599,0.1638779290283525
practice,global_warming,0.4876,0.15225830931599005
practice,note,0.5245,0.13761931974871078
happiness,credit,0.5371,0.1465801472076671
happiness,distancing,0.4324,0.19475529264944208
happiness,relationship,0.5362,0.15586912541448203
affect,face,0.5934,0.1259745638661896
affect,mask,0.5013,0.15992828489438132
worker,banging_pot,0.5309,0.12243030436848452
worker,behavior,0.4396,0.1578185645555716
worker,people,0.2654,0.24987264682917265
specie,capacity,0.5749,0.125231313481061
specie,fidelity,0.5531,0.13372021689385058
specie,people,0.2235,0.3236105646303824
routine,people,0.4688,0.1596961726053897
mean,freedom,0.5367,0.16459733995530149
rumination,notion,0.4819,0.137376176833131
welfare,people,0.3377,0.31303996285296903
medium,familiarity,0.3883,0.17514463630899332
medium,technology,0.528,0.13677535104081173
medium,times,0.4337,0.18886374425730212
originally_thought,question,0.5842,0.14927103885778112
overemphasized_success,utility,0.4312,0.13474940390269052
face,mask,0.5203,0.1515220399433304
face,people,0.1843,0.4885121403855357
face,person,0.5696,0.14222909178739926
face,relationship,0.5651,0.14291145698179028
face,village,0.552,0.15247873544012114
notion,clinician,0.4819,0.137376176833131
notion,people,0.5701,0.16280470463886673
notion,state,0.4392,0.19742491783504043
notion,thought,0.5088,0.12763564043629214
despair,people,0.2851,0.3629500579339015
moral_decent,rather_than,0.5779,0.13216384650162652
moral_decent,recognition,0.3898,0.1649930706344286
inequality,consequence,0.4705,0.1572274988355926
inequality,domain,0.4742,0.15561863053759648
inequality,income,0.4325,0.17448053713850067
inequality,money,0.5293,0.12433297582874636
inequality,people,0.2098,0.45125345771668374
inequality,wealth,0.5261,0.13011033927622823
person,people,0.185,0.40350810039452034
person,rather_than,0.516,0.15847210131615486
person,society,0.5511,0.1356767771216561
familiarity,technology,0.502,0.14721338606339168
preparation,situation,0.5362,0.1236680582984319
structure,sustain_effort,0.5139,0.13511686258059039
internet,education,0.316,0.26025370413626625
internet,people,0.5141,0.19270969789996467
society,behavior,0.545,0.13816851886278705
society,force,0.458,0.17730142041157446
society,humanity,0.3503,0.23724725385341305
society,people,0.0296,0.7672940493350122
society,polarization,0.3435,0.24159787573761712
society,power,0.5392,0.1405961100886265
society,problem,0.4463,0.1831349874754903
society,question,0.5109,0.15276573989470274
society,rather_than,0.5459,0.1378067303759069
society,state,0.5657,0.13792361161039302
relation,prediction,0.2433,0.2816554196411775
aid,people,0.5598,0.1681152612600546
career,decade,0.492,0.12673359924833955
career,year,0.4798,0.14915730793322074
problem,people,0.1633,0.40932876068148827
problem,state,0.4538,0.18979936604868608
consequence,behavior,0.523,0.16811985739024937
consequence,digitalization,0.2502,0.2507415711746251
consequence,impact,0.4727,0.17174047692761893
consequence,people,0.2502,0.4005516128874902
empathy,capacity,0.5924,0.1577898717969271
empathy,people,0.341,0.31134105200705975
people,advantage,0.6266,0.13547624838236688
people,behavior,0.2625,0.38672944308622687
people,belief,0.3093,0.33940367949028505
people,capacity,0.509,0.19558006868317634
people,cause,0.575,0.16032101081378067
people,child,0.2769,0.37132634055363906
people,circumstance,0.5771,0.15931219773357236
people,class,0.5712,0.1622556535387177
people,comfort,0.602,0.14708849394377926
people,control,0.5583,0.16885541593495906
people,culture,0.5028,0.19915839133925176
people,distancing,0.5293,0.18431363190501618
people,domain,0.5244,0.18700533757847393
people,education,0.3781,0.281526282329618
people,example,0.4027,0.2633148873861733
people,foreign_place,0.5925,0.15168660524059754
people,freedom,0.6104,0.14304701977138576
people,future,0.6135,0.14158401037205326
people,help,0.5769,0.1593783602862949
people,humanity,0.6399,0.1294066461275728
people,ignore_unfamiliar,0.6395,0.1295715604891635
people,impact,0.3705,0.2873325559089508
people,income,0.4464,0.23355900087488946
people,knowledge,0.6218,0.1376924514221055
people,leader,0.5564,0.16985297277955558
people,mask,0.2726,0.37585414943475814
people,member,0.5552,0.17049529988961823
people,mental_health,0.447,0.23316376408997624
people,norm,0.6017,0.14719980547292963
people,polarization,0.411,0.18929638553748812
people,question,0.2428,0.38113559415097936
people,rather_than,0.1257,0.460156734814021
people,realization,0.3863,0.1858806684796822
people,recognition,0.501,0.12404644424630612
people,relationship,0.2035,0.3903025558492006
people,situation,0.2266,0.28724574969230454
people,stage,0.6607,0.12013720415643797
people,state,0.468,0.18257114248616266
people,stranger,0.4712,0.13590314252694685
people,stuff,0.5735,0.12635310881609382
people,suspicion,0.5407,0.1553620111273046
people,technology,0.2612,0.2777276112334099
people,willingness,0.4891,0.12647484897970354
people,workplace,0.5259,0.1493660883258931
people,year,0.152,0.3650136797469028
news,money,0.386,0.19905306987536275
embrace_flexibility,ambiguity,0.5595,0.13517779040452538
embrace_flexibility,comfort,0.2738,0.2557167779606759
ambiguity,comfort,0.4045,0.2375854058375902
context,future,0.5146,0.12024078315474783
prediction,example,0.574,0.17849851079303072
certainty,tacit_assumptions,0.3722,0.16953609217913995
realization,alternative,0.3306,0.21427232288998904
mental_health,stressor,0.3839,0.16545573959658283
mental_health,study,0.4657,0.1411496135368218
control,comfort,0.4184,0.18845824834239447
history,capacity,0.587,0.12345453528584056
history,fidelity,0.5358,0.14351687136612712
doubt,child,0.4929,0.12652335131023745
public,future,0.4695,0.12552503501694512
public,situation,0.5374,0.1232294408647743
workplace,seminar,0.5357,0.14528722213692322
acceptability,living,0.5201,0.18797697355213835
class,education,0.4655,0.19747121849009416
capacity,fidelity,0.3585,0.15732448033823548
education,child,0.2915,0.3137267849048716
education,citizens_whose,0.61,0.12873161074349795
education,leader,0.5182,0.13324116306289954
freedom,situation,0.4724,0.14824112955961816
freedom,wealth,0.5158,0.1338000621249183
force,humanity,0.3919,0.2136134883807032
polarization,distancing,0.5459,0.13066852958567574
living,power,0.6026,0.14731162146424767
living,state,0.4026,0.2176014992482593
future,situation,0.3913,0.18447462979450985
future,year,0.5241,0.13169278922328415
leader,manager,0.6123,0.12045532205502828
rather_than,situation,0.4685,0.1498394549426827
state,power,0.2397,0.33543457892282363
behavior,mask,0.4509,0.18376357127226758
distancing,relationship,0.5464,0.1512084330142186
digitalization,impact,0.542,0.14109122145231254
situation,year,0.4674,0.15430896183302487
